State,Year,Description,Value
Illinois,2003,Education,92991.04482
Illinois,2004,Education,116978.3513
Illinois,2005,Education,110813.5808
Illinois,2006,Education,111408.2734
Illinois,2007,Education,111656.9292
Illinois,2008,Education,103047.1861
Illinois,2009,Education,146253.8698
Illinois,2010,Education,268030.8604
Illinois,2011,Education,312082.8662
Illinois,2012,Education,285113.67
Illinois,2013,Education,311330.098
Illinois,2002,NumofPatients,214482.3056
Illinois,2003,NumofPatients,217541.3237
Illinois,2004,NumofPatients,216482.2908
Illinois,2007,NumofPatients,207022.3296
Illinois,2008,NumofPatients,199276.2341
Illinois,2009,NumofPatients,185279.8903
Illinois,2010,NumofPatients,182994.1463
Illinois,2011,NumofPatients,182194.8496
Illinois,2012,NumofPatients,180683.3705
Illinois,2013,NumofPatients,180384
Illinois,1999,MedicalGeneral,1212355.433
Illinois,2000,MedicalGeneral,1674975.869
Illinois,2001,MedicalGeneral,1100766.097
Illinois,2002,MedicalGeneral,1278452.263
Illinois,2003,MedicalGeneral,1343969.922
Illinois,2004,MedicalGeneral,1393236.463
Illinois,2005,MedicalGeneral,1218146.963
Illinois,2006,MedicalGeneral,1311749.22
Illinois,2007,MedicalGeneral,1397696.998
Illinois,2008,MedicalGeneral,1476722.787
Illinois,2009,MedicalGeneral,1642866.311
Illinois,2010,MedicalGeneral,1714101.822
Illinois,2011,MedicalGeneral,1660480.318
Illinois,2012,MedicalGeneral,1703828.925
Illinois,2013,MedicalGeneral,2009453.82
Illinois,1999,OtherExpense,145891.6606
Illinois,2000,OtherExpense,132541.4696
Illinois,2001,OtherExpense,124010.1748
Illinois,2002,OtherExpense,123135.2845
Illinois,2003,OtherExpense,126249.4704
Illinois,2004,OtherExpense,130158.466
Illinois,2005,OtherExpense,123651.6301
Illinois,2006,OtherExpense,152761.9565
Illinois,2007,OtherExpense,144012.8668
Illinois,2008,OtherExpense,94496.4939
Illinois,2009,OtherExpense,100507.3369
Illinois,2010,OtherExpense,96395.40159
Illinois,2011,OtherExpense,95245.92013
Illinois,2012,OtherExpense,98828.52752
Illinois,2013,OtherExpense,83696.93451
Illinois,1999,AmtperVet,2.092913613
Illinois,2000,AmtperVet,2.509106355
Illinois,2001,AmtperVet,2.090697983
Illinois,2002,AmtperVet,2.302570579
Illinois,2003,AmtperVet,2.518083035
Illinois,2004,AmtperVet,2.699948402
Illinois,2005,AmtperVet,2.582169476
Illinois,2006,AmtperVet,2.795353199
Illinois,2007,AmtperVet,2.951054327
Illinois,2008,AmtperVet,3.157074332
Illinois,2009,AmtperVet,3.67937938
Illinois,2010,AmtperVet,4.074147412
Illinois,2011,AmtperVet,4.444179498
Illinois,2012,AmtperVet,4.29877759
Illinois,2013,AmtperVet,5.176129962
Indiana,1999,NumOfVeterans,563902
Indiana,2000,NumOfVeterans,590476
Indiana,2001,NumOfVeterans,561729.15
Indiana,2002,NumOfVeterans,565549.4352
Indiana,2003,NumOfVeterans,555173
Indiana,2004,NumOfVeterans,550871.186
Indiana,2005,NumOfVeterans,542505.2462
Indiana,2006,NumOfVeterans,534032.9358
Indiana,2007,NumOfVeterans,517763.7642
Indiana,2008,NumOfVeterans,509313.4414
Indiana,2009,NumOfVeterans,500806.3595
Indiana,2010,NumOfVeterans,491604.5616
Indiana,2011,NumOfVeterans,482059.0346
Indiana,2012,NumOfVeterans,498944.3577
Indiana,2013,NumOfVeterans,490379.9969
Indiana,1999,TotalExpense,880411.9836
Indiana,2000,TotalExpense,891741.9797
Indiana,2001,TotalExpense,916905.5019
Indiana,2002,TotalExpense,1135892.693
Indiana,2003,TotalExpense,1213092.965
Indiana,2004,TotalExpense,1289056.609
Indiana,2005,TotalExpense,1105868.121
Indiana,2006,TotalExpense,1283722.944
Indiana,2007,TotalExpense,1365703.853
Indiana,2008,TotalExpense,1500743.343
Indiana,2009,TotalExpense,1767639.145
Indiana,2010,TotalExpense,1938090.192
Indiana,2011,TotalExpense,2053189.428
Indiana,2012,TotalExpense,2031220.518
Indiana,2013,TotalExpense,2477766.583
Indiana,1999,Compensation,441638.9577
Indiana,2000,Compensation,441040.8199
Indiana,2001,Compensation,455161.4402
Indiana,2002,Compensation,489324.75
Indiana,2003,Compensation,524533.7857
Indiana,2004,Compensation,544165.0053
Indiana,2005,Compensation,554381.1962
Indiana,2006,Compensation,549215.4944
Indiana,2007,Compensation,582712.7755
Indiana,2008,Compensation,651561.2413
Indiana,2009,Compensation,780407.6167
Indiana,2010,Compensation,830789.225
Indiana,2011,Compensation,973698.4003
Indiana,2012,Compensation,886634.549
Indiana,2013,Compensation,1092854.711
Indiana,1999,Education,35681.7706
Indiana,2000,Education,34122.78513
Indiana,2001,Education,32058.07172
Indiana,2002,Education,36176.0777
Indiana,2003,Education,38898.66006
Indiana,2004,Education,50018.14965
Indiana,2005,Education,44891.97823
Indiana,2006,Education,44594.32107
Indiana,2007,Education,46528.62722
Indiana,2008,Education,44748.776
Indiana,2009,Education,61713.50431
Indiana,2010,Education,109068.0935
Indiana,2011,Education,128981.9678
Indiana,2012,Education,133248.4169
Indiana,2013,Education,150032.974
Indiana,2002,NumofPatients,128270.0867
Indiana,2003,NumofPatients,133074.1541
Indiana,2004,NumofPatients,132636.2693
Indiana,2007,NumofPatients,128895.8624
Indiana,2008,NumofPatients,126256.5509
Indiana,2009,NumofPatients,126911.4453
Indiana,2010,NumofPatients,130694.8426
Indiana,2011,NumofPatients,128381.6883
Indiana,2012,NumofPatients,128383.3602
Indiana,2013,NumofPatients,128499
Indiana,1999,MedicalGeneral,343538.9416
Indiana,2000,MedicalGeneral,367367.9387
Indiana,2001,MedicalGeneral,389176.5093
Indiana,2002,MedicalGeneral,571305.7704
Indiana,2003,MedicalGeneral,612009.2373
Indiana,2004,MedicalGeneral,656676.8153
Indiana,2005,MedicalGeneral,473319.6637
Indiana,2006,MedicalGeneral,645805.2887
Indiana,2007,MedicalGeneral,691141.794
Indiana,2008,MedicalGeneral,774085.3833
Indiana,2009,MedicalGeneral,888093.8077
Indiana,2010,MedicalGeneral,958605.578
Indiana,2011,MedicalGeneral,915683.9826
Indiana,2012,MedicalGeneral,972152.2599
Indiana,2013,MedicalGeneral,1198155.198
Indiana,1999,OtherExpense,59552.31367
Indiana,2000,OtherExpense,49210.43598
Indiana,2001,OtherExpense,40509.48071
Indiana,2002,OtherExpense,39086.09523
Indiana,2003,OtherExpense,37651.28209
Indiana,2004,OtherExpense,38196.63838
Indiana,2005,OtherExpense,33275.28325
Indiana,2006,OtherExpense,44107.83955
Indiana,2007,OtherExpense,45320.65596
Indiana,2008,OtherExpense,30347.94278
Indiana,2009,OtherExpense,37424.21649
Indiana,2010,OtherExpense,39627.29552
Indiana,2011,OtherExpense,34825.07763
Indiana,2012,OtherExpense,39185.29246
Indiana,2013,OtherExpense,36723.70001
Indiana,1999,AmtperVet,1.561285443
Indiana,2000,AmtperVet,1.510208679
Indiana,2001,AmtperVet,1.632291117
Indiana,2002,AmtperVet,2.0084764
Indiana,2003,AmtperVet,2.185071978
Indiana,2004,AmtperVet,2.340032736
Indiana,2005,AmtperVet,2.03844687
Indiana,2006,AmtperVet,2.403827288
Indiana,2007,AmtperVet,2.637696855
Indiana,2008,AmtperVet,2.946600701
Indiana,2009,AmtperVet,3.52958606
Indiana,2010,AmtperVet,3.942376339
Indiana,2011,AmtperVet,4.259207443
Indiana,2012,AmtperVet,4.071036153
Indiana,2013,AmtperVet,5.052748071
Iowa,1999,NumOfVeterans,273396
Iowa,2000,NumOfVeterans,292020
Iowa,2001,NumOfVeterans,266206.58
Iowa,2002,NumOfVeterans,281264.8416
Iowa,2003,NumOfVeterans,276560
Iowa,2004,NumOfVeterans,265959.9475
Iowa,2005,NumOfVeterans,260405.5938
Iowa,2006,NumOfVeterans,254855.1659
Iowa,2007,NumOfVeterans,251420.449
Iowa,2008,NumOfVeterans,245845.0611
Iowa,2009,NumOfVeterans,240316.776
Iowa,2010,NumOfVeterans,234552.497
Iowa,2011,NumOfVeterans,228731.4221
Iowa,2012,NumOfVeterans,238236.4135
Iowa,2013,NumOfVeterans,233814.6852
Iowa,1999,TotalExpense,570946.1298
Iowa,2000,TotalExpense,593780.3175
Iowa,2001,TotalExpense,627564.5368
Iowa,2002,TotalExpense,663136.8688
Iowa,2003,TotalExpense,697918.2867
Iowa,2004,TotalExpense,723008.4144
Iowa,2005,TotalExpense,759033.1417
Iowa,2006,TotalExpense,712764.7391
Iowa,2007,TotalExpense,758207.4087
Iowa,2008,TotalExpense,817274.8335
Iowa,2009,TotalExpense,914353.7123
Iowa,2010,TotalExpense,952057.4435
Iowa,2011,TotalExpense,1050110.093
Iowa,2012,TotalExpense,1008561.027
Iowa,2013,TotalExpense,1192888.833
Iowa,1999,Compensation,243520.4156
Iowa,2000,Compensation,238494.189
Iowa,2001,Compensation,242794.7044
Iowa,2002,Compensation,256862.7145
Iowa,2003,Compensation,274337.4042
Iowa,2004,Compensation,285272.1782
Iowa,2005,Compensation,293369.1287
Iowa,2006,Compensation,293165.4496
Iowa,2007,Compensation,307780.4214
Iowa,2008,Compensation,348914.7023
Iowa,2009,Compensation,379402.7301
Iowa,2010,Compensation,404532.474
Iowa,2011,Compensation,481501.3154
Iowa,2012,Compensation,432055.2818
Iowa,2013,Compensation,505601.286
Iowa,1999,Education,19469.24424
Iowa,2000,Education,20290.0528
Iowa,2001,Education,15428.066
Iowa,2002,Education,16558.79668
Iowa,2003,Education,18509.02469
Iowa,2004,Education,23768.77309
Iowa,2005,Education,23674.05151
Iowa,2006,Education,23477.29929
Iowa,2007,Education,24952.90303
Iowa,2008,Education,25199.99685
Iowa,2009,Education,35439.60963
Iowa,2010,Education,51609.37456
Iowa,2011,Education,56445.20369
Iowa,2012,Education,68365.57099
Iowa,2013,Education,74079.321
Iowa,2002,NumofPatients,74702.92592
Iowa,2003,NumofPatients,79521.89766
Iowa,2004,NumofPatients,79685.10617
Iowa,2007,NumofPatients,77387.17793
Iowa,2008,NumofPatients,74824.90984
Iowa,2009,NumofPatients,73595.51542
Iowa,2010,NumofPatients,73851.90729
Iowa,2011,NumofPatients,72674.33198
Iowa,2012,NumofPatients,72939.97168
Iowa,2013,NumofPatients,72191
Iowa,1999,MedicalGeneral,270432.4192
Iowa,2000,MedicalGeneral,301368.9235
Iowa,2001,MedicalGeneral,336724.7465
Iowa,2002,MedicalGeneral,358996.2102
Iowa,2003,MedicalGeneral,375208.801
Iowa,2004,MedicalGeneral,379544.5776
Iowa,2005,MedicalGeneral,412401.5632
Iowa,2006,MedicalGeneral,370238.4527
Iowa,2007,MedicalGeneral,402511.5786
Iowa,2008,MedicalGeneral,424185.1098
Iowa,2009,MedicalGeneral,477328.18
Iowa,2010,MedicalGeneral,475243.2704
Iowa,2011,MedicalGeneral,493517.8581
Iowa,2012,MedicalGeneral,489369.1866
Iowa,2013,MedicalGeneral,594237.8905
Iowa,1999,OtherExpense,37524.05077
Iowa,2000,OtherExpense,33627.1522
Iowa,2001,OtherExpense,32617.01988
Iowa,2002,OtherExpense,30719.14739
Iowa,2003,OtherExpense,29863.05684
Iowa,2004,OtherExpense,34422.88549
Iowa,2005,OtherExpense,29588.39818
Iowa,2006,OtherExpense,25883.53749
Iowa,2007,OtherExpense,22962.50567
Iowa,2008,OtherExpense,18975.02449
Iowa,2009,OtherExpense,22183.19262
Iowa,2010,OtherExpense,20672.32451
Iowa,2011,OtherExpense,18645.71592
Iowa,2012,OtherExpense,18770.9878
Iowa,2013,OtherExpense,18970.33506
Iowa,1999,AmtperVet,2.088348512
Iowa,2000,AmtperVet,2.033354967
Iowa,2001,AmtperVet,2.357434353
Iowa,2002,AmtperVet,2.357695562
Iowa,2003,AmtperVet,2.523569159
Iowa,2004,AmtperVet,2.718486077
Iowa,2005,AmtperVet,2.914811201
Iowa,2006,AmtperVet,2.796744326
Iowa,2007,AmtperVet,3.015695071
Iowa,2008,AmtperVet,3.324349206
Iowa,2009,AmtperVet,3.804785198
Iowa,2010,AmtperVet,4.059037767
Iowa,2011,AmtperVet,4.591018074
Iowa,2012,AmtperVet,4.233446148
Iowa,2013,AmtperVet,5.101855905
Kansas,1999,NumOfVeterans,245821
Kansas,2000,NumOfVeterans,267452
Kansas,2001,NumOfVeterans,245340.04
Kansas,2002,NumOfVeterans,257452.1881
Kansas,2003,NumOfVeterans,253181
Kansas,2004,NumOfVeterans,246358.9961
Kansas,2005,NumOfVeterans,241958.15
Kansas,2006,NumOfVeterans,237563.5262
Kansas,2007,NumOfVeterans,236595.7
Kansas,2008,NumOfVeterans,232867.7202
Kansas,2009,NumOfVeterans,229145.1979
Kansas,2010,NumOfVeterans,225090.5817
Kansas,2011,NumOfVeterans,220909.6426
Kansas,2012,NumOfVeterans,226916.3536
Kansas,2013,NumOfVeterans,223707.7116
Kansas,1999,TotalExpense,733556.9759
Kansas,2000,TotalExpense,850247.6193
Kansas,2001,TotalExpense,611243.034
Kansas,2002,TotalExpense,690021.3903
Kansas,2003,TotalExpense,705713.0023
Kansas,2004,TotalExpense,730280.0211
Kansas,2005,TotalExpense,785450.5026
Kansas,2006,TotalExpense,720365.7275
Kansas,2007,TotalExpense,762104.7336
Kansas,2008,TotalExpense,821971.1144
Kansas,2009,TotalExpense,933440.0438
Kansas,2010,TotalExpense,1001238.426
Kansas,2011,TotalExpense,1096422.025
Kansas,2012,TotalExpense,1057266.956
Kansas,2013,TotalExpense,1237984.916
Kansas,1999,Compensation,268891.287
Kansas,2000,Compensation,265706.5861
Kansas,2001,Compensation,270901.8109
Kansas,2002,Compensation,293136.7695
Kansas,2003,Compensation,313312.4177
Kansas,2004,Compensation,323743.6102
Kansas,2005,Compensation,325717.2125
Kansas,2006,Compensation,318397.947
Kansas,2007,Compensation,328618.7719
Kansas,2008,Compensation,355310.6297
Kansas,2009,Compensation,395282.7802
Kansas,2010,Compensation,420608.9047
Kansas,2011,Compensation,497561.4886
Kansas,2012,Compensation,464827.9506
Kansas,2013,Compensation,529023.138
Kansas,1999,Education,23448.33438
Kansas,2000,Education,23737.98956
Kansas,2001,Education,21129.42089
Kansas,2002,Education,23437.46337
Kansas,2003,Education,29227.83759
Kansas,2004,Education,37075.38294
Kansas,2005,Education,33687.25783
Kansas,2006,Education,32799.20479
Kansas,2007,Education,33411.74663
Kansas,2008,Education,30264.40776
Kansas,2009,Education,41864.90624
Kansas,2010,Education,71537.47131
Kansas,2011,Education,83551.78228
Kansas,2012,Education,88382.79343
Kansas,2013,Education,103950.19
Kansas,2002,NumofPatients,72236.09387
Kansas,2003,NumofPatients,74812.11484
Kansas,2004,NumofPatients,73882.76268
Kansas,2007,NumofPatients,67588.78688
Kansas,2008,NumofPatients,65162.40214
Kansas,2009,NumofPatients,61291.75573
Kansas,2010,NumofPatients,60975.25762
Kansas,2011,NumofPatients,59614.84576
Kansas,2012,NumofPatients,59049.4461
Kansas,2013,NumofPatients,58097
Kansas,1999,MedicalGeneral,408423.3152
Kansas,2000,MedicalGeneral,527213.7909
Kansas,2001,MedicalGeneral,286884.7829
Kansas,2002,MedicalGeneral,341636.5916
Kansas,2003,MedicalGeneral,335018.914
Kansas,2004,MedicalGeneral,341824.926
Kansas,2005,MedicalGeneral,402394.3673
Kansas,2006,MedicalGeneral,348855.2742
Kansas,2007,MedicalGeneral,379468.4679
Kansas,2008,MedicalGeneral,418414.8752
Kansas,2009,MedicalGeneral,475469.9673
Kansas,2010,MedicalGeneral,483730.0714
Kansas,2011,MedicalGeneral,492435.3919
Kansas,2012,MedicalGeneral,486815.0651
Kansas,2013,MedicalGeneral,586929.1771
Kansas,1999,OtherExpense,32794.03926
Kansas,2000,OtherExpense,33589.25272
Kansas,2001,OtherExpense,32327.01933
Kansas,2002,OtherExpense,31810.56582
Kansas,2003,OtherExpense,28153.83307
Kansas,2004,OtherExpense,27636.10187
Kansas,2005,OtherExpense,23651.66498
Kansas,2006,OtherExpense,20313.30152
Kansas,2007,OtherExpense,20605.74716
Kansas,2008,OtherExpense,17981.20169
Kansas,2009,OtherExpense,20822.39009
Kansas,2010,OtherExpense,25361.97851
Kansas,2011,OtherExpense,22873.36236
Kansas,2012,OtherExpense,17241.14721
Kansas,2013,OtherExpense,18082.41128
Kansas,1999,AmtperVet,2.984110291
Kansas,2000,AmtperVet,3.179066222
Kansas,2001,AmtperVet,2.491411651
Kansas,2002,AmtperVet,2.68019237
Kansas,2003,AmtperVet,2.787385318
Kansas,2004,AmtperVet,2.96429208
Kansas,2005,AmtperVet,3.246224616
Kansas,2006,AmtperVet,3.032307775
Kansas,2007,AmtperVet,3.221126731
Kansas,2008,AmtperVet,3.529776963
Kansas,2009,AmtperVet,4.073574538
Kansas,2010,AmtperVet,4.448157798
Kansas,2011,AmtperVet,4.96321488
Kansas,2012,AmtperVet,4.659280567
Kansas,2013,AmtperVet,5.533939387
Kentucky,1999,NumOfVeterans,350325
Kentucky,2000,NumOfVeterans,380618
Kentucky,2001,NumOfVeterans,371501.72
Kentucky,2002,NumOfVeterans,370929.8115
Kentucky,2003,NumOfVeterans,366475
Kentucky,2004,NumOfVeterans,359845.0037
Kentucky,2005,NumOfVeterans,355576.3548
Kentucky,2006,NumOfVeterans,351185.1794
Kentucky,2007,NumOfVeterans,347012.9569
Kentucky,2008,NumOfVeterans,343557.8838
Kentucky,2009,NumOfVeterans,339941.7967
Kentucky,2010,NumOfVeterans,335670.3351
Kentucky,2011,NumOfVeterans,331021.6956
Kentucky,2012,NumOfVeterans,342369.6752
Kentucky,2013,NumOfVeterans,339334.11
Kentucky,1999,TotalExpense,894923.675
Kentucky,2000,TotalExpense,915290.6518
Kentucky,2001,TotalExpense,939752.6907
Kentucky,2002,TotalExpense,1136703.647
Kentucky,2003,TotalExpense,1213137.933
Kentucky,2004,TotalExpense,1305364.559
Kentucky,2005,TotalExpense,1202900.22
Kentucky,2006,TotalExpense,1342833.92
Kentucky,2007,TotalExpense,1395784.764
Kentucky,2008,TotalExpense,1514580.165
Kentucky,2009,TotalExpense,1774073.94
Kentucky,2010,TotalExpense,1881543.876
Kentucky,2011,TotalExpense,2067145.509
Kentucky,2012,TotalExpense,1932075.775
Kentucky,2013,TotalExpense,2229580.206
Kentucky,1999,Compensation,518624.4295
Kentucky,2000,Compensation,510753.9381
Kentucky,2001,Compensation,523150.6102
Kentucky,2002,Compensation,565405.8894
Kentucky,2003,Compensation,610223.7034
Kentucky,2004,Compensation,636721.3559
Kentucky,2005,Compensation,663887.214
Kentucky,2006,Compensation,664037.4448
Kentucky,2007,Compensation,693998.8447
Kentucky,2008,Compensation,769562.1348
Kentucky,2009,Compensation,896062.726
Kentucky,2010,Compensation,947027.4975
Kentucky,2011,Compensation,1116096.255
Kentucky,2012,Compensation,960509.2384
Kentucky,2013,Compensation,1087772.109
Kentucky,1999,Education,33204.72455
Kentucky,2000,Education,33994.12306
Kentucky,2001,Education,30426.11784
Kentucky,2002,Education,33007.08415
Kentucky,2003,Education,38244.57629
Kentucky,2004,Education,51473.67624
Kentucky,2005,Education,47975.31727
Kentucky,2006,Education,47075.31537
Kentucky,2007,Education,47763.97322
Kentucky,2008,Education,46773.16523
Kentucky,2009,Education,59633.84732
Kentucky,2010,Education,97825.78008
Kentucky,2011,Education,119435.7346
Kentucky,2012,Education,120871.3691
Kentucky,2013,Education,139199.317
Kentucky,2002,NumofPatients,105318.8367
Kentucky,2003,NumofPatients,108845.36
Kentucky,2004,NumofPatients,109557.6176
Kentucky,2007,NumofPatients,106578.9904
Kentucky,2008,NumofPatients,105274.5799
Kentucky,2009,NumofPatients,102302.8396
Kentucky,2010,NumofPatients,104457.5872
Kentucky,2011,NumofPatients,102651.0829
Kentucky,2012,NumofPatients,101430.2615
Kentucky,2013,NumofPatients,101096
Kentucky,1999,MedicalGeneral,309728.0716
Kentucky,2000,MedicalGeneral,340257.9845
Kentucky,2001,MedicalGeneral,355151.1072
Kentucky,2002,MedicalGeneral,511770.2544
Kentucky,2003,MedicalGeneral,538064.3163
Kentucky,2004,MedicalGeneral,589519.6162
Kentucky,2005,MedicalGeneral,464526.3681
Kentucky,2006,MedicalGeneral,607487.692
Kentucky,2007,MedicalGeneral,630681.5346
Kentucky,2008,MedicalGeneral,681980.5672
Kentucky,2009,MedicalGeneral,797231.0867
Kentucky,2010,MedicalGeneral,810414.0774
Kentucky,2011,MedicalGeneral,803441.9813
Kentucky,2012,MedicalGeneral,813012.278
Kentucky,2013,MedicalGeneral,976608.8104
Kentucky,1999,OtherExpense,33366.44929
Kentucky,2000,OtherExpense,30284.60616
Kentucky,2001,OtherExpense,31024.85547
Kentucky,2002,OtherExpense,26520.41925
Kentucky,2003,OtherExpense,26605.33701
Kentucky,2004,OtherExpense,27649.91024
Kentucky,2005,OtherExpense,26511.3201
Kentucky,2006,OtherExpense,24233.46749
Kentucky,2007,OtherExpense,23340.41102
Kentucky,2008,OtherExpense,16264.29788
Kentucky,2009,OtherExpense,21146.27953
Kentucky,2010,OtherExpense,26276.52066
Kentucky,2011,OtherExpense,28171.53818
Kentucky,2012,OtherExpense,37682.88969
Kentucky,2013,OtherExpense,25999.96979
Kentucky,1999,AmtperVet,2.554552701
Kentucky,2000,AmtperVet,2.404748729
Kentucky,2001,AmtperVet,2.529605222
Kentucky,2002,AmtperVet,3.064470992
Kentucky,2003,AmtperVet,3.310288377
Kentucky,2004,AmtperVet,3.627574498
Kentucky,2005,AmtperVet,3.382958971
Kentucky,2006,AmtperVet,3.823720357
Kentucky,2007,AmtperVet,4.022284286
Kentucky,2008,AmtperVet,4.408515235
Kentucky,2009,AmtperVet,5.218757908
Kentucky,2010,AmtperVet,5.60533261
Kentucky,2011,AmtperVet,6.244743279
Kentucky,2012,AmtperVet,5.643244466
Kentucky,2013,AmtperVet,6.570457083
Louisiana,1999,NumOfVeterans,348607
Louisiana,2000,NumOfVeterans,392486
Louisiana,2001,NumOfVeterans,388033.94
Louisiana,2002,NumOfVeterans,379358.3875
Louisiana,2003,NumOfVeterans,373922
Louisiana,2004,NumOfVeterans,366956.7116
Louisiana,2005,NumOfVeterans,361756.8405
Louisiana,2006,NumOfVeterans,356460.8421
Louisiana,2007,NumOfVeterans,325992.0673
Louisiana,2008,NumOfVeterans,318923.8634
Louisiana,2009,NumOfVeterans,312087.1597
Louisiana,2010,NumOfVeterans,304888.7438
Louisiana,2011,NumOfVeterans,297657.5221
Louisiana,2012,NumOfVeterans,319349.1727
Louisiana,2013,NumOfVeterans,315342.4583
Louisiana,1999,TotalExpense,1072160.834
Louisiana,2000,TotalExpense,1081020.829
Louisiana,2001,TotalExpense,1131627.339
Louisiana,2002,TotalExpense,1191659.569
Louisiana,2003,TotalExpense,1281196.427
Louisiana,2004,TotalExpense,1371433.35
Louisiana,2005,TotalExpense,1500685.448
Louisiana,2006,TotalExpense,1205636.228
Louisiana,2007,TotalExpense,1278618.219
Louisiana,2008,TotalExpense,1382341.958
Louisiana,2009,TotalExpense,1579877.382
Louisiana,2010,TotalExpense,1693474.454
Louisiana,2011,TotalExpense,1849631.427
Louisiana,2012,TotalExpense,1800074.568
Louisiana,2013,TotalExpense,2202388.157
Louisiana,1999,Compensation,554946.8948
Louisiana,2000,Compensation,538475.997
Louisiana,2001,Compensation,554395.0832
Louisiana,2002,Compensation,602213.6431
Louisiana,2003,Compensation,645447.5315
Louisiana,2004,Compensation,665093.1536
Louisiana,2005,Compensation,737850.1139
Louisiana,2006,Compensation,630564.9368
Louisiana,2007,Compensation,641602.859
Louisiana,2008,Compensation,693733.1051
Louisiana,2009,Compensation,794934.7433
Louisiana,2010,Compensation,820574.2589
Louisiana,2011,Compensation,947467.4317
Louisiana,2012,Compensation,886681.5566
Louisiana,2013,Compensation,1016205.686
Louisiana,1999,Education,39796.86232
Louisiana,2000,Education,42304.71116
Louisiana,2001,Education,34308.99565
Louisiana,2002,Education,37743.4743
Louisiana,2003,Education,45320.19274
Louisiana,2004,Education,56675.97453
Louisiana,2005,Education,58292.72409
Louisiana,2006,Education,44314.61117
Louisiana,2007,Education,43817.14992
Louisiana,2008,Education,39812.63559
Louisiana,2009,Education,59580.57892
Louisiana,2010,Education,92601.34719
Louisiana,2011,Education,113275.3793
Louisiana,2012,Education,111517.3146
Louisiana,2013,Education,120767.155
Louisiana,2002,NumofPatients,106379.3803
Louisiana,2003,NumofPatients,108265.4997
Louisiana,2004,NumofPatients,108297.2573
Louisiana,2007,NumofPatients,93738.05339
Louisiana,2008,NumofPatients,89752.66171
Louisiana,2009,NumofPatients,88147.97567
Louisiana,2010,NumofPatients,88685.74789
Louisiana,2011,NumofPatients,87744.00557
Louisiana,2012,NumofPatients,87201.85828
Louisiana,2013,NumofPatients,86890
Louisiana,1999,MedicalGeneral,436890.2411
Louisiana,2000,MedicalGeneral,459280.2085
Louisiana,2001,MedicalGeneral,504573.1208
Louisiana,2002,MedicalGeneral,519472.2727
Louisiana,2003,MedicalGeneral,557312.0867
Louisiana,2004,MedicalGeneral,616687.2653
Louisiana,2005,MedicalGeneral,673806.9476
Louisiana,2006,MedicalGeneral,498597.5167
Louisiana,2007,MedicalGeneral,568767.6547
Louisiana,2008,MedicalGeneral,624406.5834
Louisiana,2009,MedicalGeneral,667485.5711
Louisiana,2010,MedicalGeneral,730473.5248
Louisiana,2011,MedicalGeneral,719575.4565
Louisiana,2012,MedicalGeneral,706380.2075
Louisiana,2013,MedicalGeneral,842696.6006
Louisiana,1999,OtherExpense,40526.83573
Louisiana,2000,OtherExpense,40959.91209
Louisiana,2001,OtherExpense,38350.13901
Louisiana,2002,OtherExpense,32230.17849
Louisiana,2003,OtherExpense,33116.6157
Louisiana,2004,OtherExpense,32976.95633
Louisiana,2005,OtherExpense,30735.6619
Louisiana,2006,OtherExpense,32159.16297
Louisiana,2007,OtherExpense,24430.55494
Louisiana,2008,OtherExpense,24389.63396
Louisiana,2009,OtherExpense,57876.48834
Louisiana,2010,OtherExpense,49825.32264
Louisiana,2011,OtherExpense,69313.15954
Louisiana,2012,OtherExpense,95495.48931
Louisiana,2013,OtherExpense,222718.7158
Louisiana,1999,AmtperVet,3.075557387
Louisiana,2000,AmtperVet,2.754291436
Louisiana,2001,AmtperVet,2.916310204
Louisiana,2002,AmtperVet,3.141250089
Louisiana,2003,AmtperVet,3.426373486
Louisiana,2004,AmtperVet,3.737316436
Louisiana,2005,AmtperVet,4.148326388
Louisiana,2006,AmtperVet,3.382240305
Louisiana,2007,AmtperVet,3.922237216
Louisiana,2008,AmtperVet,4.334394872
Louisiana,2009,AmtperVet,5.062295364
Louisiana,2010,AmtperVet,5.554401361
Louisiana,2011,AmtperVet,6.21395829
Louisiana,2012,AmtperVet,5.636697139
Louisiana,2013,AmtperVet,6.984115521
Maine,1999,NumOfVeterans,148106
Maine,2000,NumOfVeterans,154590
Maine,2001,NumOfVeterans,154013.12
Maine,2002,NumOfVeterans,148137.4028
Maine,2003,NumOfVeterans,145440
Maine,2004,NumOfVeterans,143725.9722
Maine,2005,NumOfVeterans,141415.6217
Maine,2006,NumOfVeterans,139062.7058
Maine,2007,NumOfVeterans,144006.644
Maine,2008,NumOfVeterans,142315.9061
Maine,2009,NumOfVeterans,140551.95
Maine,2010,NumOfVeterans,138550.5639
Maine,2011,NumOfVeterans,136399.8184
Maine,2012,NumOfVeterans,130196.0077
Maine,2013,NumOfVeterans,127694.4438
Maine,1999,TotalExpense,395284.1559
Maine,2000,TotalExpense,421262.1713
Maine,2001,TotalExpense,457231.0218
Maine,2002,TotalExpense,532532.4479
Maine,2003,TotalExpense,576051.6783
Maine,2004,TotalExpense,620613.7221
Maine,2005,TotalExpense,599487.0519
Maine,2006,TotalExpense,609003.3095
Maine,2007,TotalExpense,633716.8204
Maine,2008,TotalExpense,665424.9554
Maine,2009,TotalExpense,753341.8318
Maine,2010,TotalExpense,794623.1538
